id_prueba,id_asignacion,descripcion,tipo,fecha_ejecucion,resultado,severidad_defecto,tiempo_resolucion_horas
15726,1409,Prueba auto 15726,integración,2017-02-17,éxito,nula,0
15727,1409,Prueba auto 15727,sistema,2017-02-06,éxito,nula,0
15728,1409,Prueba auto 15728,sistema,2017-03-07,fallo,media,3
15729,1409,Prueba auto 15729,integración,2016-11-24,éxito,nula,0
15730,1409,Prueba auto 15730,sistema,2017-03-01,éxito,nula,0
15731,1409,Prueba auto 15731,integración,2017-01-08,éxito,nula,0
15732,1409,Prueba auto 15732,sistema,2017-02-08,éxito,nula,0
15733,1409,Prueba auto 15733,integración,2017-02-12,éxito,nula,0
15734,1409,Prueba auto 15734,sistema,2017-01-04,éxito,nula,0
15735,1409,Prueba auto 15735,integración,2017-02-26,éxito,nula,0
15736,1409,Prueba auto 15736,integración,2017-01-16,éxito,nula,0
15737,1409,Prueba auto 15737,integración,2017-02-01,éxito,nula,0
15738,1409,Prueba auto 15738,integración,2017-03-04,éxito,nula,0
15739,1409,Prueba auto 15739,sistema,2017-01-18,éxito,nula,0
15740,1409,Prueba auto 15740,sistema,2017-02-23,éxito,nula,0
15741,1409,Prueba auto 15741,sistema,2017-03-04,éxito,nula,0
15742,1409,Prueba auto 15742,sistema,2017-01-14,éxito,nula,0
15743,1409,Prueba auto 15743,integración,2016-12-21,éxito,nula,0
15744,1409,Prueba auto 15744,sistema,2017-02-06,éxito,nula,0
15745,1409,Prueba auto 15745,sistema,2017-02-20,éxito,nula,0
15746,1409,Prueba auto 15746,sistema,2017-02-24,éxito,nula,0
15747,1410,Prueba auto 15747,sistema,2017-02-06,éxito,nula,0
15748,1410,Prueba auto 15748,sistema,2017-02-07,éxito,nula,0
15749,1410,Prueba auto 15749,sistema,2017-03-14,éxito,nula,0
15750,1410,Prueba auto 15750,sistema,2016-12-26,éxito,nula,0
15751,1410,Prueba auto 15751,integración,2016-11-09,éxito,nula,0
15752,1410,Prueba auto 15752,sistema,2016-12-13,fallo,crítica,8
15753,1410,Prueba auto 15753,sistema,2017-01-31,éxito,nula,0
15754,1410,Prueba auto 15754,sistema,2016-12-18,éxito,nula,0
15755,1410,Prueba auto 15755,integración,2017-03-10,fallo,crítica,2
15756,1410,Prueba auto 15756,integración,2017-03-11,éxito,nula,0
15757,1410,Prueba auto 15757,integración,2017-01-16,fallo,alta,3
15758,1410,Prueba auto 15758,sistema,2017-01-28,éxito,nula,0
15759,1410,Prueba auto 15759,integración,2017-03-04,éxito,nula,0
15760,1410,Prueba auto 15760,integración,2017-01-26,éxito,nula,0
15761,1410,Prueba auto 15761,sistema,2017-01-19,éxito,nula,0
15762,1410,Prueba auto 15762,sistema,2017-02-25,éxito,nula,0
15763,1410,Prueba auto 15763,sistema,2017-02-15,éxito,nula,0
15764,1410,Prueba auto 15764,sistema,2017-02-06,éxito,nula,0
15765,1410,Prueba auto 15765,sistema,2017-02-17,éxito,nula,0
15766,1410,Prueba auto 15766,integración,2017-01-24,éxito,nula,0
15767,1410,Prueba auto 15767,sistema,2017-02-08,fallo,crítica,7
15768,1410,Prueba auto 15768,integración,2017-01-26,éxito,nula,0
15769,1410,Prueba auto 15769,integración,2017-01-22,éxito,nula,0
15770,1415,Prueba auto 15770,sistema,2017-02-27,éxito,nula,0
15771,1415,Prueba auto 15771,integración,2017-01-10,éxito,nula,0
15772,1415,Prueba auto 15772,sistema,2016-12-06,éxito,nula,0
15773,1415,Prueba auto 15773,integración,2017-01-22,éxito,nula,0
15774,1415,Prueba auto 15774,sistema,2016-12-21,éxito,nula,0
15775,1415,Prueba auto 15775,integración,2017-01-30,éxito,nula,0
15776,1415,Prueba auto 15776,integración,2017-01-08,éxito,nula,0
15777,1415,Prueba auto 15777,sistema,2016-12-28,fallo,media,8
15778,1415,Prueba auto 15778,sistema,2017-01-21,fallo,crítica,1
15779,1415,Prueba auto 15779,sistema,2017-02-08,éxito,nula,0
15780,1415,Prueba auto 15780,sistema,2017-01-21,fallo,media,6
15781,1415,Prueba auto 15781,sistema,2017-02-01,éxito,nula,0
15782,1415,Prueba auto 15782,sistema,2017-02-03,éxito,nula,0
15783,1415,Prueba auto 15783,sistema,2017-03-05,fallo,baja,4
15784,1415,Prueba auto 15784,sistema,2017-03-07,éxito,nula,0
15785,1415,Prueba auto 15785,sistema,2016-12-12,fallo,baja,6
15786,1415,Prueba auto 15786,integración,2017-01-20,fallo,baja,7
15787,1415,Prueba auto 15787,sistema,2017-02-13,éxito,nula,0
15788,1415,Prueba auto 15788,sistema,2016-12-18,éxito,nula,0
15789,1415,Prueba auto 15789,integración,2017-03-07,éxito,nula,0
15790,1415,Prueba auto 15790,sistema,2017-02-10,éxito,nula,0
15791,1415,Prueba auto 15791,sistema,2017-01-17,éxito,nula,0
15792,1415,Prueba auto 15792,integración,2017-01-27,éxito,nula,0
15793,1415,Prueba auto 15793,integración,2017-02-02,fallo,baja,7
15794,1415,Prueba auto 15794,sistema,2017-02-18,éxito,nula,0
15795,1415,Prueba auto 15795,integración,2017-03-08,éxito,nula,0
15796,1415,Prueba auto 15796,integración,2017-02-28,éxito,nula,0
15797,1415,Prueba auto 15797,integración,2016-12-08,éxito,nula,0
15798,1415,Prueba auto 15798,sistema,2017-02-22,éxito,nula,0
15799,1415,Prueba auto 15799,integración,2017-02-25,fallo,media,6
15800,1415,Prueba auto 15800,integración,2017-01-18,éxito,nula,0
15801,1415,Prueba auto 15801,sistema,2016-12-30,éxito,nula,0
15802,1415,Prueba auto 15802,integración,2017-02-13,éxito,nula,0
15803,1415,Prueba auto 15803,sistema,2017-01-15,fallo,media,7
15804,1415,Prueba auto 15804,integración,2017-02-13,éxito,nula,0
15805,1415,Prueba auto 15805,integración,2016-11-28,éxito,nula,0
15806,1415,Prueba auto 15806,integración,2017-01-21,éxito,nula,0
15807,1415,Prueba auto 15807,integración,2017-02-25,éxito,nula,0
15808,1415,Prueba auto 15808,integración,2017-02-14,éxito,nula,0
15809,1417,Prueba auto 15809,sistema,2023-11-21,éxito,nula,0
15810,1417,Prueba auto 15810,integración,2023-10-20,éxito,nula,0
15811,1417,Prueba auto 15811,integración,2023-11-06,éxito,nula,0
15812,1417,Prueba auto 15812,sistema,2023-11-18,éxito,nula,0
15813,1417,Prueba auto 15813,integración,2023-09-15,éxito,nula,0
15814,1417,Prueba auto 15814,integración,2023-11-20,éxito,nula,0
15815,1417,Prueba auto 15815,sistema,2023-12-14,fallo,baja,3
15816,1417,Prueba auto 15816,integración,2023-11-08,éxito,nula,0
15817,1417,Prueba auto 15817,integración,2023-11-29,éxito,nula,0
15818,1417,Prueba auto 15818,integración,2023-12-21,fallo,crítica,7
15819,1417,Prueba auto 15819,integración,2023-11-17,éxito,nula,0
15820,1417,Prueba auto 15820,integración,2023-11-02,fallo,baja,3
15821,1417,Prueba auto 15821,integración,2023-10-31,éxito,nula,0
15822,1417,Prueba auto 15822,integración,2023-10-13,éxito,nula,0
15823,1417,Prueba auto 15823,sistema,2023-11-03,éxito,nula,0
15824,1417,Prueba auto 15824,sistema,2023-12-20,éxito,nula,0
15825,1417,Prueba auto 15825,integración,2023-10-12,éxito,nula,0
15826,1417,Prueba auto 15826,sistema,2023-12-20,éxito,nula,0
15827,1417,Prueba auto 15827,sistema,2023-10-12,éxito,nula,0
15828,1417,Prueba auto 15828,sistema,2023-11-26,éxito,nula,0
15829,1417,Prueba auto 15829,integración,2023-12-20,éxito,nula,0
15830,1417,Prueba auto 15830,integración,2023-11-11,éxito,nula,0
15831,1417,Prueba auto 15831,integración,2023-10-14,éxito,nula,0
15832,1417,Prueba auto 15832,integración,2023-12-19,éxito,nula,0
15833,1417,Prueba auto 15833,sistema,2023-11-24,fallo,baja,8
15834,1417,Prueba auto 15834,integración,2023-11-17,éxito,nula,0
15835,1417,Prueba auto 15835,integración,2023-12-01,éxito,nula,0
15836,1417,Prueba auto 15836,sistema,2023-11-20,éxito,nula,0
15837,1417,Prueba auto 15837,sistema,2023-10-22,éxito,nula,0
15838,1417,Prueba auto 15838,sistema,2023-12-19,éxito,nula,0
15839,1417,Prueba auto 15839,integración,2023-12-07,éxito,nula,0
15840,1417,Prueba auto 15840,integración,2023-11-07,fallo,crítica,8
15841,1417,Prueba auto 15841,integración,2023-10-04,éxito,nula,0
15842,1417,Prueba auto 15842,integración,2023-12-11,éxito,nula,0
15843,1417,Prueba auto 15843,integración,2023-12-14,éxito,nula,0
15844,1417,Prueba auto 15844,integración,2023-11-17,éxito,nula,0
15845,1418,Prueba auto 15845,integración,2023-11-21,fallo,crítica,6
15846,1418,Prueba auto 15846,sistema,2023-11-05,fallo,baja,3
15847,1418,Prueba auto 15847,sistema,2023-11-18,éxito,nula,0
15848,1418,Prueba auto 15848,integración,2023-12-11,éxito,nula,0
15849,1418,Prueba auto 15849,sistema,2023-11-06,éxito,nula,0
15850,1418,Prueba auto 15850,integración,2023-11-25,éxito,nula,0
15851,1418,Prueba auto 15851,integración,2023-11-19,éxito,nula,0
15852,1418,Prueba auto 15852,integración,2023-10-25,éxito,nula,0
15853,1418,Prueba auto 15853,integración,2023-11-10,éxito,nula,0
15854,1418,Prueba auto 15854,sistema,2023-10-02,éxito,nula,0
15855,1418,Prueba auto 15855,sistema,2023-11-13,éxito,nula,0
15856,1418,Prueba auto 15856,integración,2023-11-23,éxito,nula,0
15857,1418,Prueba auto 15857,sistema,2023-11-02,éxito,nula,0
15858,1418,Prueba auto 15858,integración,2023-11-21,éxito,nula,0
15859,1418,Prueba auto 15859,sistema,2023-11-01,éxito,nula,0
15860,1418,Prueba auto 15860,integración,2023-11-10,éxito,nula,0
15861,1418,Prueba auto 15861,integración,2023-10-26,fallo,crítica,7
15862,1418,Prueba auto 15862,integración,2023-09-21,éxito,nula,0
15863,1418,Prueba auto 15863,sistema,2023-10-27,éxito,nula,0
15864,1418,Prueba auto 15864,integración,2023-12-20,éxito,nula,0
15865,1418,Prueba auto 15865,integración,2023-10-21,éxito,nula,0
15866,1418,Prueba auto 15866,integración,2023-11-18,éxito,nula,0
15867,1418,Prueba auto 15867,integración,2023-11-10,fallo,media,5
15868,1418,Prueba auto 15868,sistema,2023-11-05,éxito,nula,0
15869,1418,Prueba auto 15869,integración,2023-11-19,éxito,nula,0
15870,1418,Prueba auto 15870,integración,2023-11-10,éxito,nula,0
15871,1418,Prueba auto 15871,integración,2023-12-24,fallo,baja,6
15872,1418,Prueba auto 15872,sistema,2023-11-17,éxito,nula,0
15873,1418,Prueba auto 15873,sistema,2023-11-26,éxito,nula,0
15874,1418,Prueba auto 15874,sistema,2023-09-29,éxito,nula,0
15875,1418,Prueba auto 15875,sistema,2023-11-28,fallo,media,7
15876,1418,Prueba auto 15876,sistema,2023-12-01,éxito,nula,0
15877,1418,Prueba auto 15877,integración,2023-11-19,fallo,baja,4
15878,1418,Prueba auto 15878,integración,2023-10-17,éxito,nula,0
15879,1418,Prueba auto 15879,integración,2023-11-30,éxito,nula,0
15880,1418,Prueba auto 15880,sistema,2023-12-18,éxito,nula,0
15881,1418,Prueba auto 15881,sistema,2023-10-27,éxito,nula,0
15882,1418,Prueba auto 15882,sistema,2023-10-31,éxito,nula,0
15883,1418,Prueba auto 15883,integración,2023-11-28,éxito,nula,0
15884,1418,Prueba auto 15884,sistema,2023-11-19,fallo,alta,6
15885,1418,Prueba auto 15885,integración,2023-11-08,éxito,nula,0
15886,1418,Prueba auto 15886,integración,2023-12-07,éxito,nula,0
15887,1418,Prueba auto 15887,integración,2023-10-20,éxito,nula,0
15888,1421,Prueba auto 15888,integración,2023-11-15,éxito,nula,0
15889,1421,Prueba auto 15889,sistema,2023-12-03,fallo,media,5
15890,1421,Prueba auto 15890,integración,2023-11-09,éxito,nula,0
15891,1421,Prueba auto 15891,integración,2023-11-19,éxito,nula,0
15892,1421,Prueba auto 15892,integración,2023-11-01,éxito,nula,0
15893,1421,Prueba auto 15893,sistema,2023-10-19,fallo,crítica,7
15894,1421,Prueba auto 15894,integración,2023-12-09,fallo,crítica,8
15895,1421,Prueba auto 15895,integración,2023-12-21,éxito,nula,0
15896,1421,Prueba auto 15896,integración,2023-11-02,éxito,nula,0
15897,1421,Prueba auto 15897,sistema,2023-10-18,éxito,nula,0
15898,1421,Prueba auto 15898,sistema,2023-12-04,éxito,nula,0
15899,1421,Prueba auto 15899,sistema,2023-10-15,éxito,nula,0
15900,1421,Prueba auto 15900,integración,2023-11-23,fallo,media,7
15901,1421,Prueba auto 15901,integración,2023-12-24,éxito,nula,0
15902,1421,Prueba auto 15902,integración,2023-11-12,éxito,nula,0
15903,1421,Prueba auto 15903,integración,2023-10-18,éxito,nula,0
15904,1421,Prueba auto 15904,integración,2023-11-14,éxito,nula,0
15905,1421,Prueba auto 15905,sistema,2023-09-30,éxito,nula,0
15906,1421,Prueba auto 15906,sistema,2023-11-20,éxito,nula,0
15907,1421,Prueba auto 15907,sistema,2023-11-29,éxito,nula,0
15908,1421,Prueba auto 15908,integración,2023-10-27,éxito,nula,0
15909,1421,Prueba auto 15909,sistema,2023-12-13,éxito,nula,0
15910,1421,Prueba auto 15910,sistema,2023-11-19,éxito,nula,0
15911,1421,Prueba auto 15911,sistema,2023-10-31,éxito,nula,0
15912,1421,Prueba auto 15912,integración,2023-11-07,fallo,baja,2
15913,1421,Prueba auto 15913,integración,2023-11-07,fallo,media,8
15914,1421,Prueba auto 15914,integración,2023-11-20,éxito,nula,0
15915,1421,Prueba auto 15915,sistema,2023-09-17,éxito,nula,0
15916,1422,Prueba auto 15916,sistema,2023-11-14,éxito,nula,0
15917,1422,Prueba auto 15917,integración,2023-11-30,éxito,nula,0
15918,1422,Prueba auto 15918,integración,2023-12-05,éxito,nula,0
15919,1422,Prueba auto 15919,sistema,2023-10-08,éxito,nula,0
15920,1422,Prueba auto 15920,integración,2023-10-02,fallo,crítica,1
15921,1422,Prueba auto 15921,sistema,2023-10-31,éxito,nula,0
15922,1422,Prueba auto 15922,sistema,2023-12-08,éxito,nula,0
15923,1422,Prueba auto 15923,sistema,2023-10-30,éxito,nula,0
15924,1422,Prueba auto 15924,sistema,2023-12-05,éxito,nula,0
15925,1422,Prueba auto 15925,integración,2023-11-14,éxito,nula,0
15926,1422,Prueba auto 15926,sistema,2023-11-25,fallo,media,1
15927,1422,Prueba auto 15927,sistema,2023-10-11,éxito,nula,0
15928,1422,Prueba auto 15928,sistema,2023-11-14,éxito,nula,0
15929,1422,Prueba auto 15929,integración,2023-11-15,éxito,nula,0
15930,1422,Prueba auto 15930,sistema,2023-10-08,éxito,nula,0
15931,1422,Prueba auto 15931,integración,2023-11-21,éxito,nula,0
15932,1422,Prueba auto 15932,integración,2023-12-19,éxito,nula,0
15933,1422,Prueba auto 15933,sistema,2023-11-15,éxito,nula,0
15934,1422,Prueba auto 15934,integración,2023-12-10,éxito,nula,0
15935,1422,Prueba auto 15935,sistema,2023-10-31,éxito,nula,0
15936,1422,Prueba auto 15936,sistema,2023-10-04,éxito,nula,0
15937,1422,Prueba auto 15937,sistema,2023-12-13,éxito,nula,0
15938,1422,Prueba auto 15938,sistema,2023-11-21,éxito,nula,0
15939,1422,Prueba auto 15939,sistema,2023-09-08,éxito,nula,0
15940,1422,Prueba auto 15940,integración,2023-10-21,éxito,nula,0
15941,1422,Prueba auto 15941,sistema,2023-12-02,éxito,nula,0
15942,1422,Prueba auto 15942,sistema,2023-11-03,éxito,nula,0
15943,1422,Prueba auto 15943,integración,2023-11-06,éxito,nula,0
15944,1422,Prueba auto 15944,integración,2023-11-24,fallo,media,6
15945,1422,Prueba auto 15945,integración,2023-11-26,éxito,nula,0
15946,1422,Prueba auto 15946,sistema,2023-11-17,éxito,nula,0
15947,1422,Prueba auto 15947,sistema,2023-10-17,éxito,nula,0
15948,1422,Prueba auto 15948,integración,2023-12-11,éxito,nula,0
15949,1422,Prueba auto 15949,sistema,2023-12-20,fallo,alta,7
15950,1422,Prueba auto 15950,sistema,2023-11-15,éxito,nula,0
15951,1422,Prueba auto 15951,sistema,2023-11-08,éxito,nula,0
15952,1422,Prueba auto 15952,integración,2023-12-02,éxito,nula,0
15953,1422,Prueba auto 15953,sistema,2023-12-11,fallo,baja,2
15954,1422,Prueba auto 15954,sistema,2023-12-13,fallo,media,6
15955,1422,Prueba auto 15955,integración,2023-12-02,éxito,nula,0
15956,1424,Prueba auto 15956,sistema,2023-12-20,éxito,nula,0
15957,1424,Prueba auto 15957,sistema,2023-09-09,éxito,nula,0
15958,1424,Prueba auto 15958,sistema,2023-11-02,fallo,crítica,8
15959,1424,Prueba auto 15959,integración,2023-11-20,éxito,nula,0
15960,1424,Prueba auto 15960,sistema,2023-11-11,fallo,baja,3
15961,1424,Prueba auto 15961,sistema,2023-10-09,fallo,alta,8
15962,1424,Prueba auto 15962,sistema,2023-11-06,éxito,nula,0
15963,1424,Prueba auto 15963,integración,2023-10-24,éxito,nula,0
15964,1424,Prueba auto 15964,sistema,2023-09-27,éxito,nula,0
15965,1424,Prueba auto 15965,integración,2023-11-29,fallo,crítica,6
15966,1424,Prueba auto 15966,integración,2023-10-30,éxito,nula,0
15967,1424,Prueba auto 15967,sistema,2023-11-11,éxito,nula,0
15968,1424,Prueba auto 15968,sistema,2023-11-19,éxito,nula,0
15969,1424,Prueba auto 15969,integración,2023-10-27,éxito,nula,0
15970,1424,Prueba auto 15970,sistema,2023-12-04,fallo,alta,1
15971,1424,Prueba auto 15971,sistema,2023-10-20,fallo,alta,8
15972,1424,Prueba auto 15972,integración,2023-10-29,fallo,baja,6
15973,1424,Prueba auto 15973,sistema,2023-12-04,éxito,nula,0
15974,1424,Prueba auto 15974,integración,2023-10-26,éxito,nula,0
15975,1424,Prueba auto 15975,sistema,2023-12-16,éxito,nula,0
15976,1424,Prueba auto 15976,sistema,2023-11-28,fallo,media,7
15977,1424,Prueba auto 15977,integración,2023-12-14,éxito,nula,0
15978,1424,Prueba auto 15978,sistema,2023-12-14,éxito,nula,0
15979,1424,Prueba auto 15979,integración,2023-10-26,éxito,nula,0
15980,1424,Prueba auto 15980,integración,2023-10-28,éxito,nula,0
15981,1424,Prueba auto 15981,integración,2023-10-02,éxito,nula,0
15982,1424,Prueba auto 15982,integración,2023-12-01,éxito,nula,0
15983,1424,Prueba auto 15983,sistema,2023-11-11,éxito,nula,0
15984,1424,Prueba auto 15984,sistema,2023-12-01,éxito,nula,0
15985,1424,Prueba auto 15985,sistema,2023-11-10,fallo,alta,5
15986,1424,Prueba auto 15986,sistema,2023-10-24,éxito,nula,0
15987,1424,Prueba auto 15987,integración,2023-11-16,éxito,nula,0
15988,1424,Prueba auto 15988,sistema,2023-11-19,éxito,nula,0
15989,1424,Prueba auto 15989,integración,2023-12-18,éxito,nula,0
15990,1424,Prueba auto 15990,sistema,2023-12-14,éxito,nula,0
15991,1424,Prueba auto 15991,integración,2023-11-19,fallo,media,7
15992,1424,Prueba auto 15992,integración,2023-11-26,éxito,nula,0
15993,1424,Prueba auto 15993,sistema,2023-10-07,fallo,crítica,4
15994,1424,Prueba auto 15994,integración,2023-10-22,éxito,nula,0
15995,1424,Prueba auto 15995,sistema,2023-12-03,fallo,alta,3
15996,1424,Prueba auto 15996,sistema,2023-12-04,éxito,nula,0
15997,1424,Prueba auto 15997,sistema,2023-12-03,éxito,nula,0
15998,1424,Prueba auto 15998,sistema,2023-12-03,fallo,alta,2
15999,1424,Prueba auto 15999,integración,2023-11-19,éxito,nula,0
16000,1424,Prueba auto 16000,sistema,2023-11-06,éxito,nula,0
16001,1424,Prueba auto 16001,sistema,2023-12-07,fallo,crítica,6
16002,1424,Prueba auto 16002,sistema,2023-10-10,éxito,nula,0
16003,1424,Prueba auto 16003,integración,2023-11-10,éxito,nula,0
16004,1424,Prueba auto 16004,integración,2023-12-04,éxito,nula,0
16005,1424,Prueba auto 16005,sistema,2023-12-10,éxito,nula,0
16006,1424,Prueba auto 16006,integración,2023-11-11,éxito,nula,0
16007,1424,Prueba auto 16007,sistema,2023-11-10,éxito,nula,0
16008,1431,Prueba auto 16008,integración,2017-04-07,éxito,nula,0
16009,1431,Prueba auto 16009,integración,2016-10-01,éxito,nula,0
16010,1431,Prueba auto 16010,integración,2017-03-26,éxito,nula,0
16011,1431,Prueba auto 16011,sistema,2017-01-12,éxito,nula,0
16012,1431,Prueba auto 16012,integración,2016-12-04,éxito,nula,0
16013,1431,Prueba auto 16013,integración,2017-03-15,éxito,nula,0
16014,1431,Prueba auto 16014,sistema,2016-12-30,fallo,crítica,8
16015,1431,Prueba auto 16015,integración,2017-04-20,éxito,nula,0
16016,1431,Prueba auto 16016,sistema,2016-12-05,fallo,media,2
16017,1431,Prueba auto 16017,sistema,2017-04-21,éxito,nula,0
16018,1431,Prueba auto 16018,sistema,2016-10-08,éxito,nula,0
16019,1431,Prueba auto 16019,sistema,2016-12-29,fallo,crítica,1
16020,1431,Prueba auto 16020,integración,2016-11-19,éxito,nula,0
16021,1431,Prueba auto 16021,sistema,2017-01-09,fallo,baja,4
16022,1431,Prueba auto 16022,integración,2016-11-19,éxito,nula,0
16023,1431,Prueba auto 16023,sistema,2017-03-15,éxito,nula,0
16024,1431,Prueba auto 16024,integración,2017-02-10,éxito,nula,0
16025,1431,Prueba auto 16025,sistema,2016-07-13,éxito,nula,0
16026,1431,Prueba auto 16026,integración,2017-02-28,éxito,nula,0
16027,1431,Prueba auto 16027,sistema,2016-12-03,éxito,nula,0
16028,1431,Prueba auto 16028,sistema,2017-02-09,éxito,nula,0
16029,1431,Prueba auto 16029,sistema,2017-04-05,éxito,nula,0
16030,1431,Prueba auto 16030,integración,2016-10-27,éxito,nula,0
16031,1431,Prueba auto 16031,sistema,2017-04-29,éxito,nula,0
16032,1431,Prueba auto 16032,sistema,2017-04-21,fallo,alta,3
16033,1431,Prueba auto 16033,sistema,2017-03-24,éxito,nula,0
16034,1431,Prueba auto 16034,sistema,2016-12-10,éxito,nula,0
16035,1431,Prueba auto 16035,integración,2016-12-10,éxito,nula,0
16036,1431,Prueba auto 16036,sistema,2016-11-26,éxito,nula,0
16037,1431,Prueba auto 16037,sistema,2017-01-15,éxito,nula,0
16038,1431,Prueba auto 16038,sistema,2016-07-25,éxito,nula,0
16039,1431,Prueba auto 16039,integración,2017-04-13,fallo,media,8
16040,1431,Prueba auto 16040,integración,2017-04-23,éxito,nula,0
16041,1431,Prueba auto 16041,sistema,2016-12-01,fallo,alta,1
16042,1431,Prueba auto 16042,integración,2017-02-05,éxito,nula,0
16043,1431,Prueba auto 16043,sistema,2016-12-12,éxito,nula,0
16044,1431,Prueba auto 16044,sistema,2017-04-26,éxito,nula,0
16045,1431,Prueba auto 16045,sistema,2017-04-29,éxito,nula,0
16046,1431,Prueba auto 16046,sistema,2016-10-20,éxito,nula,0
16047,1431,Prueba auto 16047,sistema,2017-01-28,éxito,nula,0
16048,1431,Prueba auto 16048,integración,2017-04-30,fallo,alta,1
16049,1431,Prueba auto 16049,sistema,2016-12-08,éxito,nula,0
16050,1431,Prueba auto 16050,sistema,2017-03-15,éxito,nula,0
16051,1431,Prueba auto 16051,sistema,2017-02-28,fallo,alta,3
16052,1431,Prueba auto 16052,sistema,2017-02-20,éxito,nula,0
16053,1431,Prueba auto 16053,integración,2016-12-27,éxito,nula,0
16054,1431,Prueba auto 16054,integración,2017-01-19,éxito,nula,0
16055,1431,Prueba auto 16055,sistema,2017-01-31,fallo,crítica,3
16056,1431,Prueba auto 16056,sistema,2017-03-18,éxito,nula,0
16057,1431,Prueba auto 16057,integración,2017-03-13,éxito,nula,0
16058,1433,Prueba auto 16058,integración,2025-11-10,fallo,media,6
16059,1433,Prueba auto 16059,integración,2025-10-24,éxito,nula,0
16060,1433,Prueba auto 16060,sistema,2025-10-30,éxito,nula,0
16061,1433,Prueba auto 16061,integración,2025-10-22,fallo,crítica,7
16062,1433,Prueba auto 16062,sistema,2025-11-03,éxito,nula,0
16063,1433,Prueba auto 16063,sistema,2025-10-20,fallo,media,7
16064,1433,Prueba auto 16064,integración,2025-10-08,fallo,baja,6
16065,1433,Prueba auto 16065,sistema,2025-10-12,éxito,nula,0
16066,1433,Prueba auto 16066,integración,2025-10-23,éxito,nula,0
16067,1433,Prueba auto 16067,integración,2025-10-31,fallo,alta,7
16068,1433,Prueba auto 16068,integración,2025-10-27,éxito,nula,0
16069,1433,Prueba auto 16069,sistema,2025-11-03,fallo,crítica,8
16070,1433,Prueba auto 16070,sistema,2025-10-20,éxito,nula,0
16071,1433,Prueba auto 16071,sistema,2025-11-06,éxito,nula,0
16072,1433,Prueba auto 16072,integración,2025-10-11,fallo,alta,4
16073,1433,Prueba auto 16073,sistema,2025-11-09,éxito,nula,0
16074,1433,Prueba auto 16074,integración,2025-11-04,fallo,crítica,7
16075,1433,Prueba auto 16075,sistema,2025-11-01,fallo,crítica,4
16076,1433,Prueba auto 16076,integración,2025-11-04,éxito,nula,0
16077,1433,Prueba auto 16077,sistema,2025-10-26,éxito,nula,0
16078,1433,Prueba auto 16078,sistema,2025-09-30,fallo,baja,2
16079,1433,Prueba auto 16079,integración,2025-10-06,fallo,alta,8
16080,1433,Prueba auto 16080,integración,2025-09-16,éxito,nula,0
16081,1433,Prueba auto 16081,integración,2025-10-31,fallo,alta,5
16082,1433,Prueba auto 16082,sistema,2025-10-28,éxito,nula,0
16083,1433,Prueba auto 16083,integración,2025-10-09,éxito,nula,0
16084,1433,Prueba auto 16084,integración,2025-11-07,fallo,baja,5
16085,1433,Prueba auto 16085,integración,2025-11-13,éxito,nula,0
16086,1433,Prueba auto 16086,sistema,2025-10-14,éxito,nula,0
16087,1433,Prueba auto 16087,sistema,2025-10-31,éxito,nula,0
16088,1433,Prueba auto 16088,integración,2025-11-06,éxito,nula,0
16089,1433,Prueba auto 16089,integración,2025-10-28,éxito,nula,0
16090,1433,Prueba auto 16090,integración,2025-10-11,éxito,nula,0
16091,1433,Prueba auto 16091,integración,2025-11-01,éxito,nula,0
16092,1433,Prueba auto 16092,sistema,2025-10-21,fallo,alta,8
16093,1433,Prueba auto 16093,integración,2025-09-27,éxito,nula,0
16094,1433,Prueba auto 16094,sistema,2025-10-17,éxito,nula,0
16095,1433,Prueba auto 16095,integración,2025-11-06,éxito,nula,0
16096,1433,Prueba auto 16096,integración,2025-10-30,fallo,crítica,8
16097,1433,Prueba auto 16097,sistema,2025-11-07,éxito,nula,0
16098,1434,Prueba auto 16098,integración,2025-11-03,éxito,nula,0
16099,1434,Prueba auto 16099,sistema,2025-11-01,éxito,nula,0
16100,1434,Prueba auto 16100,sistema,2025-10-24,éxito,nula,0
16101,1434,Prueba auto 16101,integración,2025-10-09,éxito,nula,0
16102,1434,Prueba auto 16102,integración,2025-11-09,éxito,nula,0
16103,1434,Prueba auto 16103,sistema,2025-10-21,éxito,nula,0
16104,1434,Prueba auto 16104,integración,2025-11-03,éxito,nula,0
16105,1434,Prueba auto 16105,sistema,2025-11-05,fallo,baja,8
16106,1434,Prueba auto 16106,sistema,2025-10-25,éxito,nula,0
16107,1434,Prueba auto 16107,sistema,2025-10-30,fallo,media,2
16108,1434,Prueba auto 16108,sistema,2025-10-31,fallo,alta,7
16109,1434,Prueba auto 16109,integración,2025-09-29,éxito,nula,0
16110,1434,Prueba auto 16110,sistema,2025-10-17,éxito,nula,0
16111,1434,Prueba auto 16111,sistema,2025-10-18,fallo,alta,5
16112,1434,Prueba auto 16112,sistema,2025-11-08,éxito,nula,0
16113,1434,Prueba auto 16113,sistema,2025-10-18,éxito,nula,0
16114,1434,Prueba auto 16114,integración,2025-10-27,éxito,nula,0
16115,1434,Prueba auto 16115,integración,2025-10-25,éxito,nula,0
16116,1434,Prueba auto 16116,sistema,2025-10-15,éxito,nula,0
16117,1434,Prueba auto 16117,sistema,2025-10-07,éxito,nula,0
