id_hecho_calidad,nombre_proyecto,año,nombre_mes,dia,semana,tipo_prueba,severidad,cantidad_defectos_encontrados
11503,Proy-2016-habilita,2017,Mayo,18,20,sistema,nula,0
11504,Proy-2016-habilita,2017,Mayo,19,20,integración,nula,0
11505,Proy-2016-habilita,2017,Mayo,19,20,sistema,nula,0
11506,Proy-2016-habilita,2017,Mayo,20,20,integración,nula,0
11507,Proy-2016-habilita,2017,Mayo,20,20,sistema,nula,0
11508,Proy-2016-habilita,2017,Mayo,21,20,integración,crítica,1
11509,Proy-2016-habilita,2017,Mayo,21,20,integración,nula,0
11510,Proy-2016-habilita,2017,Mayo,22,21,integración,alta,1
11511,Proy-2016-habilita,2017,Mayo,23,21,integración,alta,1
11512,Proy-2016-habilita,2017,Mayo,24,21,sistema,nula,0
11513,Proy-2016-habilita,2017,Mayo,25,21,integración,nula,0
11514,Proy-2016-habilita,2017,Mayo,25,21,sistema,nula,0
11515,Proy-2016-habilita,2017,Mayo,26,21,integración,crítica,1
11516,Proy-2016-habilita,2017,Mayo,27,21,sistema,alta,1
11517,Proy-2016-habilita,2017,Mayo,29,22,sistema,nula,0
11518,Proy-2016-habilita,2017,Mayo,30,22,integración,nula,0
11519,Proy-2016-habilita,2017,Mayo,31,22,integración,nula,0
11520,Proy-2016-habilita,2017,Mayo,31,22,sistema,crítica,1
11521,Proy-2016-habilita,2017,Junio,3,22,sistema,baja,1
11522,Proy-2016-habilita,2017,Junio,4,22,sistema,nula,0
11523,Proy-2016-habilita,2017,Junio,6,23,integración,nula,0
11524,Proy-2016-habilita,2017,Junio,9,23,integración,nula,0
11525,Proy-2016-habilita,2017,Junio,11,23,integración,nula,0
11526,Proy-2016-habilita,2017,Junio,12,24,sistema,nula,0
11527,Proy-2016-habilita,2017,Junio,14,24,sistema,nula,0
11528,Proy-2016-habilita,2017,Junio,17,24,sistema,nula,0
11529,Proy-2018-agrega,2018,Noviembre,23,47,sistema,nula,0
11530,Proy-2018-agrega,2018,Noviembre,25,47,sistema,nula,0
11531,Proy-2018-agrega,2019,Enero,8,2,sistema,nula,0
11532,Proy-2018-agrega,2019,Enero,13,2,integración,nula,0
11533,Proy-2018-agrega,2019,Enero,17,3,integración,nula,0
11534,Proy-2018-agrega,2019,Febrero,20,8,sistema,nula,0
11535,Proy-2018-agrega,2019,Febrero,22,8,integración,nula,0
11536,Proy-2018-agrega,2019,Febrero,25,9,integración,nula,0
11537,Proy-2018-agrega,2019,Marzo,3,9,integración,nula,0
11538,Proy-2018-agrega,2019,Marzo,4,10,sistema,nula,0
11539,Proy-2018-agrega,2019,Marzo,17,11,integración,nula,0
11540,Proy-2018-agrega,2019,Marzo,19,12,sistema,nula,0
11541,Proy-2018-agrega,2019,Marzo,22,12,integración,nula,0
11542,Proy-2018-agrega,2019,Marzo,27,13,sistema,nula,0
11543,Proy-2018-agrega,2019,Abril,1,14,sistema,nula,0
11544,Proy-2018-agrega,2019,Abril,5,14,integración,nula,0
11545,Proy-2018-agrega,2019,Abril,7,14,integración,nula,0
11546,Proy-2018-agrega,2019,Abril,7,14,sistema,nula,0
11547,Proy-2018-agrega,2019,Abril,11,15,integración,nula,0
11548,Proy-2018-agrega,2019,Abril,12,15,integración,nula,0
11549,Proy-2018-agrega,2019,Abril,17,16,sistema,nula,0
11550,Proy-2018-agrega,2019,Abril,19,16,sistema,media,1
11551,Proy-2018-agrega,2019,Abril,20,16,sistema,nula,0
11552,Proy-2018-agrega,2019,Abril,23,17,integración,alta,1
11553,Proy-2018-agrega,2019,Abril,28,17,integración,baja,1
11554,Proy-2018-agrega,2019,Mayo,2,18,integración,crítica,1
11555,Proy-2018-agrega,2019,Mayo,3,18,integración,nula,0
11556,Proy-2018-agrega,2019,Mayo,4,18,integración,crítica,1
11557,Proy-2018-agrega,2019,Mayo,5,18,sistema,nula,0
11558,Proy-2018-agrega,2019,Mayo,6,19,integración,nula,0
11559,Proy-2018-agrega,2019,Mayo,11,19,sistema,nula,0
11560,Proy-2018-agrega,2019,Mayo,18,20,integración,nula,0
11561,Proy-2018-agrega,2019,Mayo,19,20,integración,nula,0
11562,Proy-2018-agrega,2019,Mayo,19,20,sistema,nula,0
11563,Proy-2018-agrega,2019,Mayo,23,21,sistema,crítica,1
11564,Proy-2018-agrega,2019,Mayo,24,21,integración,nula,0
11565,Proy-2018-agrega,2019,Mayo,26,21,integración,nula,0
11566,Proy-2018-agrega,2019,Mayo,27,22,integración,nula,0
11567,Proy-2018-agrega,2019,Mayo,27,22,sistema,nula,0
11568,Proy-2018-agrega,2019,Mayo,31,22,sistema,nula,0
11569,Proy-2018-agrega,2019,Junio,1,22,sistema,nula,0
11570,Proy-2018-agrega,2019,Junio,2,22,sistema,media,1
11571,Proy-2018-agrega,2019,Junio,4,23,sistema,nula,0
11572,Proy-2018-agrega,2019,Junio,7,23,integración,baja,1
11573,Proy-2018-agrega,2019,Junio,8,23,sistema,nula,0
11574,Proy-2018-agrega,2019,Junio,9,23,integración,nula,0
11575,Proy-2018-agrega,2019,Junio,9,23,sistema,nula,0
11576,Proy-2018-agrega,2019,Junio,10,24,sistema,nula,0
11577,Proy-2018-agrega,2019,Junio,17,25,integración,nula,0
11578,Proy-2018-agrega,2019,Junio,18,25,integración,nula,0
11579,Proy-2018-agrega,2019,Junio,21,25,sistema,nula,0
11580,Proy-2018-agrega,2019,Julio,4,27,sistema,nula,0
11581,Proy-2018-agrega,2019,Julio,7,27,sistema,alta,1
11582,Proy-2018-agrega,2019,Julio,9,28,sistema,nula,0
11583,Proy-2018-agrega,2019,Julio,10,28,sistema,nula,0
11584,Proy-2018-agrega,2019,Julio,15,29,sistema,nula,0
11585,Proy-2018-agrega,2019,Julio,16,29,sistema,nula,0
11586,Proy-2018-agrega,2019,Julio,17,29,sistema,nula,0
11587,Proy-2018-agrega,2019,Julio,20,29,sistema,nula,0
11588,Proy-2018-agrega,2019,Julio,21,29,integración,nula,0
11589,Proy-2018-agrega,2019,Julio,25,30,sistema,nula,0
11590,Proy-2018-agrega,2019,Julio,27,30,integración,nula,0
11591,Proy-2018-agrega,2019,Julio,28,30,sistema,nula,0
11592,Proy-2018-agrega,2019,Agosto,1,31,integración,nula,0
11593,Proy-2018-agrega,2019,Agosto,3,31,integración,nula,0
11594,Proy-2018-agrega,2019,Agosto,15,33,sistema,nula,0
11595,Proy-2018-agrega,2019,Agosto,16,33,integración,nula,0
11596,Proy-2018-agrega,2019,Agosto,20,34,integración,nula,0
11597,Proy-2018-agrega,2019,Agosto,24,34,sistema,nula,0
11598,Proy-2018-agrega,2019,Agosto,26,35,sistema,nula,0
11599,Proy-2018-agrega,2019,Septiembre,3,36,integración,nula,0
11600,Proy-2018-escala,2018,Marzo,28,13,integración,nula,0
11601,Proy-2018-escala,2018,Marzo,30,13,sistema,nula,0
11602,Proy-2018-escala,2018,Abril,1,13,integración,nula,0
11603,Proy-2018-escala,2018,Abril,3,14,sistema,nula,0
11604,Proy-2018-escala,2018,Abril,5,14,integración,baja,1
11605,Proy-2018-escala,2018,Abril,6,14,sistema,nula,0
11606,Proy-2018-escala,2018,Abril,7,14,integración,alta,1
11607,Proy-2018-escala,2018,Abril,8,14,sistema,nula,0
11608,Proy-2018-escala,2018,Abril,9,15,integración,alta,1
11609,Proy-2018-escala,2018,Abril,9,15,sistema,alta,1
11610,Proy-2018-escala,2018,Abril,11,15,integración,nula,0
11611,Proy-2018-escala,2018,Abril,12,15,sistema,baja,1
11612,Proy-2018-escala,2018,Abril,12,15,sistema,nula,0
11613,Proy-2018-escala,2018,Abril,13,15,integración,nula,0
11614,Proy-2018-escala,2018,Abril,15,15,integración,nula,0
11615,Proy-2018-escala,2018,Abril,15,15,sistema,baja,1
11616,Proy-2018-escala,2018,Abril,15,15,sistema,crítica,1
11617,Proy-2018-escala,2018,Abril,15,15,sistema,nula,0
11618,Proy-2018-escala,2018,Abril,16,16,sistema,nula,0
11619,Proy-2018-escala,2018,Abril,17,16,sistema,nula,0
11620,Proy-2018-escala,2018,Abril,19,16,sistema,nula,0
11621,Proy-2018-escala,2018,Abril,20,16,sistema,nula,0
11622,Proy-2018-escala,2018,Abril,21,16,integración,crítica,1
11623,Proy-2018-escala,2018,Abril,21,16,sistema,nula,0
11624,Proy-2018-escala,2018,Abril,22,16,integración,nula,0
11625,Proy-2016-crece,2016,Abril,27,17,sistema,nula,0
11626,Proy-2016-crece,2016,Mayo,26,21,integración,nula,0
11627,Proy-2016-crece,2016,Mayo,30,22,sistema,nula,0
11628,Proy-2016-crece,2016,Junio,18,24,integración,nula,0
11629,Proy-2016-crece,2016,Junio,26,25,sistema,nula,0
11630,Proy-2016-crece,2016,Julio,4,27,sistema,nula,0
11631,Proy-2016-crece,2016,Julio,9,27,sistema,nula,0
11632,Proy-2016-crece,2016,Julio,12,28,sistema,alta,1
11633,Proy-2016-crece,2016,Julio,17,28,sistema,baja,1
11634,Proy-2016-crece,2016,Julio,24,29,sistema,nula,0
11635,Proy-2016-crece,2016,Julio,28,30,sistema,nula,0
11636,Proy-2016-crece,2016,Julio,29,30,integración,nula,0
11637,Proy-2016-crece,2016,Agosto,2,31,integración,nula,0
11638,Proy-2016-crece,2016,Agosto,3,31,integración,crítica,1
11639,Proy-2016-crece,2016,Agosto,3,31,sistema,nula,0
11640,Proy-2016-crece,2016,Agosto,15,33,sistema,nula,0
11641,Proy-2016-crece,2016,Agosto,16,33,sistema,baja,1
11642,Proy-2016-crece,2016,Agosto,18,33,integración,alta,1
11643,Proy-2016-crece,2016,Agosto,18,33,integración,nula,0
11644,Proy-2016-crece,2016,Agosto,21,33,sistema,nula,0
11645,Proy-2016-crece,2016,Agosto,24,34,sistema,nula,0
11646,Proy-2016-crece,2016,Agosto,29,35,sistema,nula,0
11647,Proy-2016-crece,2016,Septiembre,6,36,integración,nula,0
11648,Proy-2016-crece,2016,Septiembre,14,37,integración,nula,0
11649,Proy-2016-crece,2016,Septiembre,15,37,sistema,nula,0
11650,Proy-2016-crece,2016,Septiembre,18,37,integración,nula,0
11651,Proy-2016-crece,2016,Octubre,4,40,sistema,nula,0
11652,Proy-2021-abraza,2021,Junio,17,24,sistema,nula,0
11653,Proy-2021-abraza,2021,Junio,27,25,sistema,nula,0
11654,Proy-2021-abraza,2021,Julio,29,30,sistema,nula,0
11655,Proy-2021-abraza,2021,Julio,30,30,sistema,nula,0
11656,Proy-2021-abraza,2021,Agosto,10,32,sistema,baja,1
11657,Proy-2021-abraza,2021,Agosto,24,34,sistema,nula,0
11658,Proy-2021-abraza,2021,Agosto,27,34,integración,nula,0
11659,Proy-2021-abraza,2021,Septiembre,1,35,sistema,nula,0
11660,Proy-2021-abraza,2021,Septiembre,3,35,integración,nula,0
11661,Proy-2021-abraza,2021,Septiembre,3,35,sistema,nula,0
11662,Proy-2021-abraza,2021,Septiembre,4,35,integración,media,1
11663,Proy-2021-abraza,2021,Septiembre,7,36,sistema,media,1
11664,Proy-2021-abraza,2021,Septiembre,9,36,integración,crítica,1
11665,Proy-2021-abraza,2021,Septiembre,10,36,integración,nula,0
11666,Proy-2021-abraza,2021,Septiembre,10,36,sistema,nula,0
11667,Proy-2021-abraza,2021,Septiembre,14,37,integración,media,2
11668,Proy-2021-abraza,2021,Septiembre,14,37,integración,nula,0
11669,Proy-2021-abraza,2021,Septiembre,14,37,sistema,nula,0
11670,Proy-2021-abraza,2021,Septiembre,17,37,sistema,nula,0
11671,Proy-2021-abraza,2021,Septiembre,18,37,sistema,nula,0
11672,Proy-2021-abraza,2021,Septiembre,19,37,sistema,nula,0
11673,Proy-2021-abraza,2021,Septiembre,20,38,integración,crítica,1
11674,Proy-2021-abraza,2021,Septiembre,21,38,integración,nula,0
11675,Proy-2021-abraza,2021,Septiembre,23,38,sistema,media,1
11676,Proy-2021-abraza,2021,Septiembre,24,38,integración,nula,0
11677,Proy-2021-abraza,2021,Septiembre,26,38,integración,nula,0
11678,Proy-2021-abraza,2021,Septiembre,28,39,sistema,baja,1
11679,Proy-2021-abraza,2021,Septiembre,29,39,integración,nula,0
11680,Proy-2021-abraza,2021,Septiembre,29,39,sistema,baja,1
11681,Proy-2021-abraza,2021,Octubre,1,39,sistema,nula,0
11682,Proy-2021-abraza,2021,Octubre,3,39,integración,nula,0
11683,Proy-2021-abraza,2021,Octubre,5,40,sistema,nula,0
11684,Proy-2021-abraza,2021,Octubre,6,40,sistema,nula,0
11685,Proy-2021-abraza,2021,Octubre,12,41,integración,nula,0
11686,Proy-2021-abraza,2021,Octubre,12,41,sistema,media,1
11687,Proy-2021-abraza,2021,Octubre,14,41,integración,baja,1
11688,Proy-2021-abraza,2021,Octubre,14,41,sistema,nula,0
11689,Proy-2021-abraza,2021,Octubre,16,41,sistema,nula,0
11690,Proy-2021-abraza,2021,Octubre,17,41,sistema,nula,0
11691,Proy-2021-abraza,2021,Octubre,18,42,sistema,nula,0
11692,Proy-2021-abraza,2021,Octubre,21,42,sistema,crítica,1
11693,Proy-2021-abraza,2021,Octubre,22,42,integración,nula,0
11694,Proy-2021-abraza,2021,Octubre,23,42,integración,nula,0
11695,Proy-2021-abraza,2021,Octubre,24,42,sistema,nula,0
11696,Proy-2021-abraza,2021,Octubre,26,43,integración,nula,0
11697,Proy-2021-abraza,2021,Octubre,28,43,integración,nula,0
11698,Proy-2021-abraza,2021,Octubre,28,43,sistema,nula,0
11699,Proy-2021-abraza,2021,Octubre,29,43,sistema,media,1
11700,Proy-2021-abraza,2021,Octubre,30,43,sistema,nula,0
11701,Proy-2021-abraza,2021,Octubre,31,43,integración,nula,0
11702,Proy-2021-abraza,2021,Noviembre,2,44,integración,nula,0
11703,Proy-2021-abraza,2021,Noviembre,2,44,sistema,nula,0
11704,Proy-2021-abraza,2021,Noviembre,3,44,sistema,nula,0
11705,Proy-2021-abraza,2021,Noviembre,6,44,integración,nula,0
11706,Proy-2021-abraza,2021,Noviembre,6,44,sistema,nula,0
11707,Proy-2021-abraza,2021,Noviembre,7,44,integración,alta,1
11708,Proy-2021-abraza,2021,Noviembre,7,44,integración,baja,1
11709,Proy-2021-abraza,2021,Noviembre,8,45,integración,alta,1
11710,Proy-2021-abraza,2021,Noviembre,8,45,integración,nula,0
11711,Proy-2021-abraza,2021,Noviembre,14,45,sistema,alta,1
11712,Proy-2021-abraza,2021,Noviembre,15,46,integración,nula,0
11713,Proy-2021-abraza,2021,Noviembre,15,46,sistema,alta,1
11714,Proy-2021-abraza,2021,Noviembre,15,46,sistema,nula,0
11715,Proy-2021-abraza,2021,Noviembre,18,46,sistema,baja,1
11716,Proy-2021-abraza,2021,Noviembre,19,46,sistema,nula,0
11717,Proy-2021-abraza,2021,Noviembre,25,47,sistema,baja,1
11718,Proy-2021-abraza,2021,Noviembre,25,47,sistema,nula,0
11719,Proy-2021-abraza,2021,Noviembre,26,47,integración,nula,0
11720,Proy-2021-abraza,2021,Noviembre,28,47,integración,nula,0
11721,Proy-2021-abraza,2021,Noviembre,29,48,integración,nula,0
11722,Proy-2021-abraza,2021,Noviembre,29,48,sistema,nula,0
11723,Proy-2021-abraza,2021,Noviembre,30,48,integración,nula,0
11724,Proy-2021-abraza,2021,Diciembre,1,48,integración,nula,0
11725,Proy-2021-abraza,2021,Diciembre,3,48,sistema,nula,0
11726,Proy-2021-abraza,2021,Diciembre,6,49,integración,nula,0
11727,Proy-2021-escala,2021,Junio,17,24,integración,nula,0
11728,Proy-2021-escala,2021,Junio,23,25,sistema,alta,1
11729,Proy-2021-escala,2021,Julio,9,27,sistema,nula,0
11730,Proy-2021-escala,2021,Julio,11,27,integración,nula,0
11731,Proy-2021-escala,2021,Julio,12,28,sistema,nula,0
11732,Proy-2021-escala,2021,Julio,16,28,integración,crítica,1
11733,Proy-2021-escala,2021,Julio,20,29,sistema,nula,0
11734,Proy-2021-escala,2021,Julio,24,29,sistema,crítica,1
11735,Proy-2021-escala,2021,Julio,30,30,sistema,nula,0
11736,Proy-2021-escala,2021,Agosto,2,31,integración,nula,0
11737,Proy-2021-escala,2021,Agosto,3,31,sistema,nula,0
11738,Proy-2021-escala,2021,Agosto,5,31,sistema,baja,1
11739,Proy-2021-escala,2021,Agosto,8,31,integración,nula,0
11740,Proy-2021-escala,2021,Agosto,10,32,integración,baja,1
11741,Proy-2021-escala,2021,Agosto,14,32,sistema,baja,1
11742,Proy-2021-escala,2021,Agosto,17,33,integración,nula,0
11743,Proy-2021-escala,2021,Agosto,18,33,integración,nula,0
11744,Proy-2021-escala,2021,Agosto,18,33,sistema,nula,0
11745,Proy-2021-escala,2021,Agosto,19,33,integración,nula,0
11746,Proy-2021-escala,2021,Agosto,19,33,sistema,baja,1
11747,Proy-2021-escala,2021,Agosto,21,33,sistema,baja,1
11748,Proy-2021-escala,2021,Agosto,24,34,sistema,nula,0
11749,Proy-2021-escala,2021,Agosto,25,34,integración,nula,0
11750,Proy-2021-escala,2021,Agosto,26,34,sistema,nula,0
11751,Proy-2021-escala,2021,Agosto,27,34,sistema,baja,1
11752,Proy-2021-escala,2021,Agosto,30,35,sistema,media,1
11753,Proy-2021-escala,2021,Agosto,30,35,sistema,nula,0
11754,Proy-2021-escala,2021,Agosto,31,35,integración,media,1
11755,Proy-2021-escala,2021,Agosto,31,35,integración,nula,0
11756,Proy-2021-escala,2021,Agosto,31,35,sistema,baja,1
11757,Proy-2021-escala,2021,Septiembre,1,35,integración,nula,0
11758,Proy-2021-escala,2021,Septiembre,2,35,integración,nula,0
11759,Proy-2021-escala,2021,Septiembre,2,35,sistema,nula,0
11760,Proy-2021-escala,2021,Septiembre,3,35,sistema,nula,0
11761,Proy-2021-escala,2021,Septiembre,4,35,integración,media,1
11762,Proy-2021-escala,2021,Septiembre,4,35,integración,nula,0
11763,Proy-2021-escala,2021,Septiembre,5,35,integración,nula,0
11764,Proy-2021-escala,2021,Septiembre,5,35,sistema,nula,0
11765,Proy-2021-escala,2021,Septiembre,6,36,integración,nula,0
11766,Proy-2021-escala,2021,Septiembre,6,36,sistema,nula,0
11767,Proy-2021-escala,2021,Septiembre,7,36,integración,nula,0
11768,Proy-2021-escala,2021,Septiembre,7,36,sistema,media,1
11769,Proy-2021-escala,2021,Septiembre,7,36,sistema,nula,0
11770,Proy-2021-escala,2021,Septiembre,9,36,integración,nula,0
11771,Proy-2021-escala,2021,Septiembre,11,36,integración,baja,1
11772,Proy-2021-escala,2021,Septiembre,15,37,integración,nula,0
11773,Proy-2021-escala,2021,Septiembre,16,37,integración,nula,0
11774,Proy-2021-escala,2021,Septiembre,16,37,sistema,nula,0
11775,Proy-2021-escala,2021,Septiembre,18,37,sistema,media,1
11776,Proy-2021-escala,2021,Septiembre,19,37,integración,nula,0
11777,Proy-2021-escala,2021,Septiembre,20,38,integración,nula,0
11778,Proy-2021-escala,2021,Septiembre,21,38,integración,nula,0
11779,Proy-2021-escala,2021,Septiembre,21,38,sistema,nula,0
11780,Proy-2021-escala,2021,Septiembre,23,38,integración,nula,0
11781,Proy-2021-escala,2021,Septiembre,23,38,sistema,nula,0
11782,Proy-2021-escala,2021,Septiembre,24,38,sistema,nula,0
11783,Proy-2021-escala,2021,Septiembre,25,38,sistema,nula,0
11784,Proy-2021-escala,2021,Septiembre,27,39,sistema,media,1
11785,Proy-2021-escala,2021,Septiembre,28,39,integración,baja,1
11786,Proy-2021-escala,2021,Septiembre,28,39,sistema,nula,0
11787,Proy-2021-escala,2021,Septiembre,29,39,sistema,nula,0
11788,Proy-2021-escala,2021,Septiembre,30,39,sistema,nula,0
11789,Proy-2021-escala,2021,Octubre,3,39,integración,nula,0
11790,Proy-2021-escala,2021,Octubre,3,39,sistema,baja,1
11791,Proy-2021-escala,2021,Octubre,5,40,sistema,nula,0
11792,Proy-2021-escala,2021,Octubre,6,40,integración,nula,0
11793,Proy-2021-escala,2021,Octubre,6,40,sistema,alta,1
11794,Proy-2021-escala,2021,Octubre,7,40,sistema,nula,0
11795,Proy-2021-escala,2021,Octubre,8,40,integración,nula,0
11796,Proy-2021-escala,2021,Octubre,8,40,sistema,nula,0
11797,Proy-2021-escala,2021,Octubre,9,40,sistema,nula,0
11798,Proy-2021-escala,2021,Octubre,12,41,integración,nula,0
11799,Proy-2021-escala,2021,Octubre,12,41,sistema,nula,0
11800,Proy-2021-escala,2021,Octubre,13,41,integración,nula,0
11801,Proy-2021-escala,2021,Octubre,13,41,sistema,nula,0
11802,Proy-2021-escala,2021,Octubre,14,41,sistema,baja,1
11803,Proy-2021-escala,2021,Octubre,14,41,sistema,nula,0
11804,Proy-2021-escala,2021,Octubre,16,41,integración,nula,0
11805,Proy-2021-escala,2021,Octubre,16,41,sistema,nula,0
11806,Proy-2021-escala,2021,Octubre,18,42,integración,nula,0
11807,Proy-2021-escala,2021,Octubre,19,42,sistema,alta,1
11808,Proy-2021-escala,2021,Octubre,24,42,sistema,alta,1
11809,Proy-2021-escala,2021,Octubre,24,42,sistema,nula,0
11810,Proy-2021-escala,2021,Octubre,25,43,sistema,nula,0
11811,Proy-2021-escala,2021,Octubre,28,43,integración,crítica,1
11812,Proy-2021-escala,2021,Octubre,28,43,integración,nula,0
11813,Proy-2021-escala,2021,Octubre,31,43,sistema,nula,0
11814,Proy-2021-escala,2021,Noviembre,2,44,integración,nula,0
11815,Proy-2017-monetiza,2017,Septiembre,14,37,sistema,nula,0
11816,Proy-2017-monetiza,2017,Septiembre,25,39,sistema,nula,0
11817,Proy-2017-monetiza,2017,Septiembre,30,39,sistema,nula,0
11818,Proy-2017-monetiza,2017,Octubre,2,40,sistema,nula,0
11819,Proy-2017-monetiza,2017,Octubre,7,40,sistema,baja,1
11820,Proy-2017-monetiza,2017,Octubre,13,41,integración,nula,0
11821,Proy-2017-monetiza,2017,Octubre,16,42,sistema,nula,0
11822,Proy-2017-monetiza,2017,Octubre,17,42,sistema,nula,0
11823,Proy-2017-monetiza,2017,Octubre,18,42,integración,nula,0
11824,Proy-2017-monetiza,2017,Octubre,19,42,integración,media,1
11825,Proy-2017-monetiza,2017,Octubre,22,42,integración,nula,0
11826,Proy-2017-monetiza,2017,Octubre,22,42,sistema,nula,0
11827,Proy-2017-monetiza,2017,Octubre,23,43,integración,nula,0
11828,Proy-2017-monetiza,2017,Octubre,26,43,integración,nula,0
11829,Proy-2017-monetiza,2017,Octubre,26,43,sistema,alta,1
11830,Proy-2017-monetiza,2017,Octubre,27,43,integración,nula,0
11831,Proy-2017-monetiza,2017,Octubre,29,43,integración,nula,0
11832,Proy-2017-monetiza,2017,Octubre,30,44,integración,nula,0
11833,Proy-2017-monetiza,2017,Noviembre,1,44,sistema,nula,0
11834,Proy-2017-monetiza,2017,Noviembre,4,44,integración,nula,0
11835,Proy-2017-monetiza,2017,Noviembre,6,45,sistema,alta,1
11836,Proy-2017-monetiza,2017,Noviembre,6,45,sistema,nula,0
11837,Proy-2017-monetiza,2017,Noviembre,9,45,sistema,nula,0
11838,Proy-2017-monetiza,2017,Noviembre,12,45,integración,nula,0
11839,Proy-2017-monetiza,2017,Noviembre,12,45,sistema,nula,0
11840,Proy-2017-monetiza,2017,Noviembre,13,46,sistema,alta,1
11841,Proy-2017-monetiza,2017,Noviembre,15,46,integración,nula,0
11842,Proy-2017-monetiza,2017,Noviembre,15,46,sistema,nula,0
11843,Proy-2017-monetiza,2017,Noviembre,16,46,integración,nula,0
11844,Proy-2017-monetiza,2017,Noviembre,16,46,sistema,nula,0
11845,Proy-2017-monetiza,2017,Noviembre,18,46,integración,crítica,1
11846,Proy-2017-monetiza,2017,Noviembre,19,46,integración,nula,0
11847,Proy-2017-monetiza,2017,Noviembre,20,47,integración,nula,0
11848,Proy-2017-monetiza,2017,Noviembre,20,47,sistema,baja,1
11849,Proy-2017-monetiza,2017,Noviembre,21,47,integración,nula,0
11850,Proy-2017-monetiza,2017,Noviembre,21,47,sistema,nula,0
11851,Proy-2017-monetiza,2017,Noviembre,22,47,integración,alta,1
11852,Proy-2017-monetiza,2017,Noviembre,22,47,integración,nula,0
11853,Proy-2017-monetiza,2017,Noviembre,24,47,sistema,nula,0
11854,Proy-2017-monetiza,2017,Noviembre,25,47,sistema,nula,0
11855,Proy-2017-monetiza,2017,Noviembre,26,47,integración,baja,1
11856,Proy-2017-monetiza,2017,Noviembre,28,48,integración,nula,0
11857,Proy-2017-monetiza,2017,Noviembre,28,48,sistema,nula,0
11858,Proy-2017-monetiza,2017,Noviembre,30,48,integración,baja,1
11859,Proy-2017-monetiza,2017,Noviembre,30,48,sistema,nula,0
11860,Proy-2017-monetiza,2017,Diciembre,1,48,integración,nula,0
11861,Proy-2017-monetiza,2017,Diciembre,1,48,sistema,nula,0
11862,Proy-2017-monetiza,2017,Diciembre,3,48,integración,alta,1
11863,Proy-2017-monetiza,2017,Diciembre,3,48,integración,nula,0
11864,Proy-2017-monetiza,2017,Diciembre,3,48,sistema,nula,0
11865,Proy-2017-monetiza,2017,Diciembre,5,49,integración,baja,1
11866,Proy-2017-monetiza,2017,Diciembre,5,49,integración,nula,0
11867,Proy-2017-monetiza,2017,Diciembre,8,49,sistema,nula,0
11868,Proy-2017-monetiza,2017,Diciembre,10,49,integración,nula,0
11869,Proy-2017-monetiza,2017,Diciembre,10,49,sistema,nula,0
11870,Proy-2017-monetiza,2017,Diciembre,11,50,integración,nula,0
11871,Proy-2017-monetiza,2017,Diciembre,11,50,sistema,nula,0
11872,Proy-2017-monetiza,2017,Diciembre,13,50,integración,nula,0
11873,Proy-2017-monetiza,2017,Diciembre,15,50,integración,nula,0
11874,Proy-2017-monetiza,2017,Diciembre,15,50,sistema,nula,0
11875,Proy-2017-monetiza,2017,Diciembre,16,50,integración,alta,1
11876,Proy-2017-monetiza,2017,Diciembre,16,50,integración,nula,0
11877,Proy-2017-monetiza,2017,Diciembre,16,50,sistema,baja,1
11878,Proy-2017-monetiza,2017,Diciembre,17,50,integración,crítica,1
11879,Proy-2017-monetiza,2017,Diciembre,17,50,integración,nula,0
11880,Proy-2017-monetiza,2017,Diciembre,19,51,integración,alta,1
11881,Proy-2017-monetiza,2017,Diciembre,20,51,integración,nula,0
11882,Proy-2017-monetiza,2017,Diciembre,20,51,sistema,nula,0
11883,Proy-2017-monetiza,2017,Diciembre,21,51,integración,nula,0
11884,Proy-2017-monetiza,2017,Diciembre,21,51,sistema,nula,0
11885,Proy-2017-monetiza,2017,Diciembre,22,51,sistema,nula,0
11886,Proy-2017-monetiza,2017,Diciembre,23,51,integración,nula,0
11887,Proy-2017-monetiza,2017,Diciembre,23,51,sistema,nula,0
11888,Proy-2017-monetiza,2017,Diciembre,24,51,sistema,nula,0
11889,Proy-2017-monetiza,2017,Diciembre,27,52,integración,nula,0
11890,Proy-2017-monetiza,2017,Diciembre,27,52,sistema,nula,0
11891,Proy-2017-monetiza,2017,Diciembre,28,52,integración,nula,0
11892,Proy-2017-monetiza,2017,Diciembre,29,52,integración,nula,0
11893,Proy-2017-monetiza,2017,Diciembre,30,52,integración,nula,0
11894,Proy-2017-monetiza,2017,Diciembre,30,52,sistema,nula,0
11895,Proy-2017-monetiza,2017,Diciembre,31,52,sistema,nula,0
11896,Proy-2017-monetiza,2018,Enero,1,1,integración,baja,1
11897,Proy-2017-monetiza,2018,Enero,1,1,sistema,crítica,1
11898,Proy-2017-monetiza,2018,Enero,2,1,integración,crítica,1
11899,Proy-2017-monetiza,2018,Enero,2,1,integración,nula,0
11900,Proy-2017-monetiza,2018,Enero,3,1,integración,nula,0
11901,Proy-2017-monetiza,2018,Enero,4,1,integración,nula,0
11902,Proy-2017-monetiza,2018,Enero,6,1,sistema,nula,0
11903,Proy-2017-monetiza,2018,Enero,7,1,integración,nula,0
11904,Proy-2017-monetiza,2018,Enero,9,2,integración,nula,0
11905,Proy-2017-monetiza,2018,Enero,9,2,sistema,media,1
